Республика Алтай,Улаганская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000008&tvd=2042000367649&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367649
Республика Алтай,Онгудайская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000010&tvd=2042000367651&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367651
Республика Адыгея (Адыгея),Шовгеновская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=12000001&tvd=2012000364363&vrn=100100084849062&prver=0&pronetvd=null&region=1&sub_region=1&type=227&vibid=2012000364363
Республика Алтай,Усть-Канская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000009&tvd=2042000367650&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367650
Республика Алтай,Горно-Алтайская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000004&tvd=2042000367645&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367645
Республика Алтай,Турочакская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000001&tvd=2042000367642&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367642
Республика Алтай,Чемальская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000011&tvd=2042000367652&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367652
Республика Алтай,Шебалинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000007&tvd=2042000367648&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367648
Республика Башкортостан,Агидельская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000048&tvd=20220001898783&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898783
Республика Алтай,Усть-Коксинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000002&tvd=2042000367643&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367643
Республика Башкортостан,Альшеевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000033&tvd=20220001898768&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898768
Республика Башкортостан,Архангельская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000042&tvd=20220001898777&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898777
Республика Башкортостан,Абзелиловская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000046&tvd=20220001898781&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898781
Республика Алтай,Чойская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=42000006&tvd=2042000367647&vrn=100100084849062&prver=0&pronetvd=null&region=2&sub_region=2&type=227&vibid=2042000367647
Республика Башкортостан,Аургазинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000025&tvd=20220001898760&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898760
Республика Башкортостан,Аскинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000014&tvd=20220001898749&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898749
Республика Башкортостан,Бакалинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000016&tvd=20220001898751&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898751
Республика Башкортостан,Белебеевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000038&tvd=20220001898773&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898773
Республика Башкортостан,Балтачевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000063&tvd=20220001898798&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898798
Республика Башкортостан,Белорецкая,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000055&tvd=20220001898790&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898790
Республика Башкортостан,Белокатайская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000024&tvd=20220001898759&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898759
Республика Башкортостан,Баймакская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000059&tvd=20220001898794&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898794
Республика Башкортостан,Бижбулякская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000019&tvd=20220001898754&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898754
Республика Башкортостан,Давлекановская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000037&tvd=20220001898772&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898772
Республика Башкортостан,Бурзянская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000057&tvd=20220001898792&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898792
Республика Башкортостан,Гафурийская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000021&tvd=20220001898756&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898756
Республика Башкортостан,Благоварская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000034&tvd=20220001898769&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898769
Республика Башкортостан,Буздякская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000058&tvd=20220001898793&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898793
Республика Башкортостан,Благовещенская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000018&tvd=20220001898753&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898753
Республика Башкортостан,Бураевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000039&tvd=20220001898774&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898774
Республика Башкортостан,Дюртюлинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000044&tvd=20220001898779&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898779
Республика Башкортостан,Дуванская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000064&tvd=20220001898799&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898799
Республика Башкортостан,Зилаирская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000032&tvd=20220001898767&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898767
Республика Башкортостан,Зианчуринская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000008&tvd=20220001898743&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898743
Республика Башкортостан,Илишевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000005&tvd=20220001898740&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898740
Республика Башкортостан,Иглинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000029&tvd=20220001898764&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898764
Республика Башкортостан,Ермекеевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000009&tvd=20220001898744&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898744
Республика Башкортостан,Ишимбайская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000026&tvd=20220001898761&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898761
Республика Башкортостан,Кугарчинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000069&tvd=20220001898804&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898804
Республика Башкортостан,Краснокамская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000028&tvd=20220001898763&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898763
Республика Башкортостан,Калтасинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000041&tvd=20220001898776&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898776
Республика Башкортостан,Караидельская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000012&tvd=20220001898747&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898747
Республика Башкортостан,Кигинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000020&tvd=20220001898755&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898755
Республика Башкортостан,Кушнаренковская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000050&tvd=20220001898785&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898785
Республика Башкортостан,Кумертауская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000015&tvd=20220001898750&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898750
Республика Башкортостан,Кармаскалинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000017&tvd=20220001898752&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898752
Республика Башкортостан,Нефтекамская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000013&tvd=20220001898748&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898748
Республика Башкортостан,Салаватская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000061&tvd=20220001898796&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898796
Республика Башкортостан,Мишкинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000068&tvd=20220001898803&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898803
Республика Башкортостан,Октябрьская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000001&tvd=20220001898736&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898736
Республика Башкортостан,Миякинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000002&tvd=20220001898737&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898737
Республика Башкортостан,Салаватская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000045&tvd=20220001898780&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898780
Республика Башкортостан,Мечетлинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000022&tvd=20220001898757&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898757
Республика Башкортостан,Нуримановская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000066&tvd=20220001898801&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898801
Республика Башкортостан,"Уфа, Калининская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000003&tvd=20220001898738&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898738
Республика Башкортостан,"Уфа, Кировская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000011&tvd=20220001898746&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898746
Республика Башкортостан,Татышлинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000040&tvd=20220001898775&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898775
Республика Башкортостан,Сибайская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000062&tvd=20220001898797&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898797
Республика Башкортостан,Стерлитамакская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000006&tvd=20220001898741&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898741
Республика Башкортостан,Стерлитамакская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000051&tvd=20220001898786&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898786
Республика Башкортостан,Стерлибашевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000052&tvd=20220001898787&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898787
Республика Башкортостан,"Уфа, Демская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000054&tvd=20220001898789&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898789
Республика Башкортостан,Уфимская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000031&tvd=20220001898766&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898766
Республика Башкортостан,"Уфа, Орджоникидзевская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000007&tvd=20220001898742&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898742
Республика Башкортостан,Учалинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000030&tvd=20220001898765&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898765
Республика Башкортостан,"Уфа, Октябрьская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000023&tvd=20220001898758&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898758
Республика Башкортостан,Хайбуллинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000060&tvd=20220001898795&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898795
Республика Башкортостан,"Уфа, Ленинская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000049&tvd=20220001898784&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898784
Республика Башкортостан,"Уфа, Советская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000056&tvd=20220001898791&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898791
Республика Башкортостан,Федоровская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000010&tvd=20220001898745&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898745
Республика Башкортостан,Мелеузовская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000067&tvd=20220001898802&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898802
Республика Башкортостан,Куюргазинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000043&tvd=20220001898778&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898778
Республика Башкортостан,Янаульская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000065&tvd=20220001898800&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898800
Республика Башкортостан,Чекмагушевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000053&tvd=20220001898788&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898788
Республика Башкортостан,Межгорьевская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000047&tvd=20220001898782&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898782
Республика Башкортостан,Шаранская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000027&tvd=20220001898762&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898762
Республика Башкортостан,Бирская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000004&tvd=20220001898739&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898739
Республика Башкортостан,Чишминская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000036&tvd=20220001898771&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898771
Республика Бурятия,Бичурская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000001&tvd=2032000809501&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809501
Республика Бурятия,Закаменская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000017&tvd=2032000809517&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809517
Республика Бурятия,Заиграевская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000025&tvd=2032000809525&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809525
Республика Бурятия,Джидинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000006&tvd=2032000809506&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809506
Республика Бурятия,Баргузинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000008&tvd=2032000809508&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809508
Республика Бурятия,Баунтовская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000010&tvd=2032000809510&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809510
Республика Бурятия,Еравнинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000012&tvd=2032000809512&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809512
Республика Башкортостан,Туймазинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=22000035&tvd=20220001898770&vrn=100100084849062&prver=0&pronetvd=null&region=3&sub_region=3&type=227&vibid=20220001898770
Республика Бурятия,Окинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000002&tvd=2032000809502&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809502
Республика Бурятия,Иволгинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000013&tvd=2032000809513&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809513
Республика Бурятия,Курумканская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000024&tvd=2032000809524&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809524
Республика Бурятия,Кяхтинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000014&tvd=2032000809514&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809514
Республика Бурятия,Мухоршибирская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000018&tvd=2032000809518&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809518
Республика Бурятия,Кижингинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000004&tvd=2032000809504&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809504
Республика Бурятия,Кабанская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000020&tvd=2032000809520&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809520
Республика Бурятия,Муйская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000021&tvd=2032000809521&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809521
Республика Бурятия,Прибайкальская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000019&tvd=2032000809519&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809519
Республика Бурятия,Тункинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000003&tvd=2032000809503&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809503
Республика Бурятия,"Улан-Удэ, Октябрьская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000007&tvd=2032000809507&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809507
Республика Бурятия,Северобайкальская городская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000005&tvd=2032000809505&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809505
Республика Бурятия,Северо-Байкальская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000016&tvd=2032000809516&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809516
Республика Бурятия,"Улан-Удэ, Железнодорожная",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000022&tvd=2032000809522&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809522
Республика Бурятия,Тарбагатайская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000023&tvd=2032000809523&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809523
Республика Бурятия,Селенгинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000015&tvd=2032000809515&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809515
Республика Бурятия,Хоринская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000009&tvd=2032000809509&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809509
Республика Дагестан,Агульская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000015&tvd=20520001055064&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055064
Республика Дагестан,Бабаюртовская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000011&tvd=20520001055060&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055060
Республика Дагестан,Ахвахская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000013&tvd=20520001055062&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055062
Республика Дагестан,Акушинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000014&tvd=20520001055063&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055063
Республика Дагестан,Бежтинская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000010&tvd=20520001055059&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055059
Республика Бурятия,"Улан-Удэ, Советская",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=32000011&tvd=2032000809511&vrn=100100084849062&prver=0&pronetvd=null&region=4&sub_region=4&type=227&vibid=2032000809511
Республика Дагестан,Ахтынская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000012&tvd=20520001055061&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055061
Республика Дагестан,Ботлихская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000009&tvd=20520001055058&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055058
Республика Дагестан,Гергебильская,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&global=true&root=52000006&tvd=20520001055055&vrn=100100084849062&prver=0&pronetvd=null&region=5&sub_region=5&type=227&vibid=20520001055055
